"","GEOID10","stops2010","pop2010","stops2011","pop2011","stops2012","pop2012"
"1979",36081116700,149,2067,308,2067,83,2067
"1980",36081117100,253,2743,282,2743,149,2743
"1981",36081117500,98,4990,118,4990,92,4990
"1982",36081118100,67,1840,69,1840,33,1840
"1983",36081118500,98,2114,149,2114,29,2114
"1984",36081118700,46,2521,80,2521,41,2521
"1985",36081118900,23,2468,67,2468,28,2468
"1986",36081119100,76,3273,130,3273,40,3273
"1987",36081119300,59,2252,43,2252,29,2252
"1988",36081119500,38,1349,40,1349,18,1349
"1989",36081119900,48,1507,33,1507,26,1507
"1990",36081120100,45,1668,27,1668,43,1668
"1991",36081120300,38,1642,42,1642,28,1642
"1992",36081120500,77,3024,63,3024,55,3024
"1993",36081120700,93,2794,52,2794,37,2794
"1994",36081121100,125,0,86,0,84,0
"1995",36081121500,121,4101,79,4101,58,4101
"1996",36081122300,68,3533,30,3533,52,3533
"1997",36081122701,161,10910,143,10910,115,10910
"1998",36081122702,779,6427,575,6427,455,6427
"1999",36081124100,73,3897,71,3897,56,3897
"2000",36081124700,43,3550,21,3550,13,3550
"2001",36081125700,92,3203,135,3203,101,3203
"2002",36081126500,72,1660,65,1660,58,1660
"2003",36081126700,106,4057,95,4057,77,4057
"2004",36081127700,120,3633,97,3633,75,3633
"2005",36081128300,34,73,27,73,28,73
"2006",36081129102,121,3341,86,3341,114,3341
"2007",36081129103,28,3566,39,3566,45,3566
"2008",36081129104,81,4102,96,4102,69,4102
"2009",36081130100,208,3791,190,3791,189,3791
"2010",36081133300,95,3679,60,3679,74,3679
"2011",36081133900,30,1302,14,1302,26,1302
"2012",36081134100,61,3259,56,3259,72,3259
"2013",36081134700,101,9572,99,9572,76,9572
"2014",36081136700,136,5879,158,5879,105,5879
"2015",36081137700,264,6606,265,6606,206,6606
"2016",36081138501,323,4743,378,4743,308,4743
"2017",36081138502,101,72,147,72,112,72
"2018",36081139900,39,1744,56,1744,43,1744
"2019",36081140300,35,2302,52,2302,27,2302
"2020",36081140901,52,914,55,914,45,914
"2021",36081140902,63,2603,67,2603,84,2603
"2022",36081141700,250,4475,204,4475,159,4475
"2023",36081142900,50,3624,61,3624,56,3624
"2024",36081143500,70,2199,42,2199,37,2199
"2025",36081144100,68,2926,34,2926,50,2926
"2026",36081144700,135,2927,119,2927,108,2927
"2027",36081145101,24,1360,21,1360,23,1360
"2028",36081145102,91,2468,81,2468,78,2468
"2029",36081145900,87,2772,79,2772,66,2772
"2030",36081146300,169,3000,79,3000,74,3000
"2031",36081146700,192,2736,176,2736,176,2736
"2032",36081147100,158,3341,117,3341,104,3341
"2033",36081147900,103,4241,118,4241,77,4241
"2034",36081148300,59,2863,36,2863,32,2863
"2035",36081150701,125,2930,94,2930,76,2930
"2036",36081150702,88,3178,56,3178,42,3178
"2037",36081152901,79,6401,177,6401,117,6401
"2038",36081152902,88,5126,211,5126,52,5126
"2039",36081155102,55,8185,62,8185,35,8185
"2040",36081156700,26,1790,53,1790,58,1790
"2041",36081157101,129,7216,173,7216,129,7216
"2042",36081157102,23,1996,36,1996,36,1996
"2043",36081157901,50,4800,45,4800,25,4800
"2044",36081157902,34,3836,89,3836,33,3836
"2045",36081157903,42,3944,61,3944,36,3944
"2046",36081161700,36,4297,47,4297,19,4297
"2047",36081162100,138,6197,145,6197,134,6197
"2048",36085000300,467,1927,1020,1927,307,1927
"2049",36085000600,195,2408,183,2408,103,2408
"2050",36085000700,1117,4915,951,4915,615,4915
"2051",36085000800,166,5583,157,5583,103,5583
"2052",36085000900,179,2112,234,2112,239,2112
"2053",36085001100,594,3987,659,3987,668,3987
"2054",36085001700,121,1788,97,1788,97,1788
"2055",36085001800,1,731,1,731,NA,NA
"2056",36085002001,11,2504,33,2504,14,2504
"2057",36085002002,42,3258,59,3258,52,3258
"2058",36085002100,872,4236,730,4236,596,4236
"2059",36085002700,560,2217,383,2217,249,2217
"2060",36085002900,2237,5207,1498,5207,1305,5207
"2061",36085003300,154,3402,157,3402,80,3402
"2062",36085003600,20,2510,31,2510,13,2510
"2063",36085003900,21,2197,44,2197,17,2197
"2064",36085004000,1732,12998,1159,12998,1195,12998
"2065",36085004700,46,3863,64,3863,18,3863
"2066",36085005000,145,3847,143,3847,108,3847
"2067",36085005900,55,2635,116,2635,64,2635
"2068",36085006400,378,3550,557,3550,316,3550
"2069",36085006700,141,2758,148,2758,90,2758
"2070",36085007000,373,8525,366,8525,327,8525
"2071",36085007400,243,4693,244,4693,203,4693
"2072",36085007500,85,3914,117,3914,104,3914
"2073",36085007700,509,1535,465,1535,494,1535
"2074",36085008100,395,4301,410,4301,346,4301
"2075",36085009601,91,4024,106,4024,84,4024
"2076",36085009602,113,3461,126,3461,112,3461
"2077",36085009700,128,3925,233,3925,134,3925
"2078",36085010500,241,5153,310,5153,249,5153
"2079",36085011201,180,5758,162,5758,150,5758
"2080",36085011202,464,6428,747,6428,574,6428
"2081",36085011401,211,3067,226,3067,114,3067
"2082",36085011402,101,3450,120,3450,93,3450
"2083",36085012100,163,3065,245,3065,87,3065
"2084",36085012200,101,3813,143,3813,110,3813
"2085",36085012500,116,2939,109,2939,76,2939
"2086",36085012804,143,4259,390,4259,242,4259
"2087",36085012805,43,3158,68,3158,22,3158
"2088",36085012806,177,5955,237,5955,151,5955
"2089",36085013201,43,1558,24,1558,39,1558
"2090",36085013203,117,5433,149,5433,86,5433
"2091",36085013204,136,4843,159,4843,113,4843
"2092",36085013301,923,1633,723,1633,637,1633
"2093",36085013302,631,3587,626,3587,601,3587
"2094",36085013400,96,3946,180,3946,131,3946
"2095",36085013800,83,6535,74,6535,76,6535
"2096",36085014100,99,2690,89,2690,43,2690
"2097",36085014604,312,6422,389,6422,154,6422
"2098",36085014605,108,3836,130,3836,69,3836
"2099",36085014606,40,6372,74,6372,46,6372
"2100",36085014607,107,4552,96,4552,79,4552
"2101",36085014608,66,3510,73,3510,53,3510
"2102",36085014700,63,3412,142,3412,52,3412
"2103",36085015100,54,5141,72,5141,35,5141
"2104",36085015400,17,0,8,0,7,0
"2105",36085015601,128,6330,123,6330,85,6330
"2106",36085015602,62,3320,49,3320,19,3320
"2107",36085015603,130,4265,133,4265,81,4265
"2108",36085016901,36,2970,56,2970,23,2970
"2109",36085017005,132,4507,118,4507,103,4507
"2110",36085017007,71,4968,76,4968,55,4968
"2111",36085017008,79,7388,70,7388,87,7388
"2112",36085017009,65,4299,50,4299,58,4299
"2113",36085017010,66,8583,109,8583,126,8583
"2114",36085017011,91,4549,44,4549,61,4549
"2115",36085017012,85,4279,95,4279,67,4279
"2116",36085017300,213,2523,269,2523,127,2523
"2117",36085017600,112,4815,107,4815,92,4815
"2118",36085017700,96,7001,422,7001,194,7001
"2119",36085018100,137,2974,340,2974,195,2974
"2120",36085018701,56,1807,34,1807,27,1807
"2121",36085018702,144,7485,293,7485,196,7485
"2122",36085018901,84,5333,67,5333,32,5333
"2123",36085018902,35,5064,42,5064,29,5064
"2124",36085019700,15,1867,19,1867,11,1867
"2125",36085019800,304,6300,188,6300,206,6300
"2126",36085020100,249,3572,201,3572,136,3572
"2127",36085020700,1368,6399,1114,6399,1031,6399
"2128",36085020801,196,8977,171,8977,201,8977
"2129",36085020803,136,6463,148,6463,99,6463
"2130",36085020804,120,5323,79,5323,87,5323
"2131",36085021300,619,5376,446,5376,470,5376
"2132",36085022300,221,2880,252,2880,150,2880
"2133",36085022600,162,8490,193,8490,226,8490
"2134",36085022800,57,105,89,105,64,105
"2135",36085023100,292,4683,253,4683,140,4683
"2136",36085023900,328,3250,248,3250,135,3250
"2137",36085024401,136,5823,82,5823,96,5823
"2138",36085024402,71,4259,31,4259,52,4259
"2139",36085024700,252,2702,198,2702,94,2702
"2140",36085024800,151,4741,116,4741,124,4741
"2141",36085025100,114,5714,147,5714,64,5714
"2142",36085027301,72,3820,115,3820,69,3820
"2143",36085027302,97,3667,28,3667,30,3667
"2144",36085027702,364,6193,677,6193,529,6193
"2145",36085027704,33,4108,49,4108,52,4108
"2146",36085027705,71,5351,144,5351,83,5351
"2147",36085027706,83,2950,210,2950,117,2950
"2148",36085027900,79,2137,95,2137,118,2137
"2149",36085029102,185,2953,289,2953,170,2953
"2150",36085029103,194,7245,272,7245,224,7245
"2151",36085029104,129,6735,153,6735,119,6735
"2152",36085030301,105,4929,82,4929,82,4929
"2153",36085030302,198,6369,132,6369,92,6369
"2154",36085031901,1217,3265,917,3265,592,3265
"2155",36085031902,366,4848,305,4848,208,4848
"2156",36085032300,215,1250,165,1250,105,1250
"2157",NA,24305,NA,25008,NA,15610,NA
